"Tabela 651 - INPC - Variação acumulada no ano, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (de agosto/1999 até junho/2006)"
"Nível";"Cód.";"Brasil e Região Metropolitana até 2020";"Variável";"Mês";"Geral, grupo, subgrupo, item e subitem";""
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"2104008.Detergente";"3,40";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"2104009.Sabão em pó";"6,40";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"2104012.Desinfetante";"2,69";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"2104013.Inseticida";"7,39";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"2104014.Cera para assoalho";"4,41";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"2104015.Sabão em barra";"5,38";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"2104016.Esponja de limpeza";"6,25";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"2104020.Limpador com amoníaco";"-2,35";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"2104025.Lata de lixo";"7,21";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"2104032.Amaciante, alvejante";"5,26";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"22.Combustíveis e energia";"2,24";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"2201.Combustíveis (domésticos)";"1,61";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"2201003.Carvão vegetal";"11,62";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"2201004.Gás de botijão";"1,52";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"2201005.Gás encanado";"2,22";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"2202.Energia elétrica residencial";"2,51";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"2202003.Energia elétrica residencial";"2,51";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3.Artigos de residência";"1,70";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"31.Móveis e utensílios";"3,35";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3101.Mobiliário";"3,40";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3101002.Móvel para sala";"3,58";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3101003.Móvel para quarto";"3,47";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3101004.Móvel para jardim";"-1,99";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3101015.Móvel para copa e cozinha";"3,82";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3101017.Colchão";"2,35";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3101060.Rede";"-2,76";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3102.Utensílios e enfeites";"3,66";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3102004.Relógio despertador";"0,53";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3102005.Tapete";"2,39";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3102006.Cortina";"-0,19";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3102007.Utensílios para copa e cozinha de metal";"5,00";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3102009.Utensílios para copa e cozinha de louça";"0,23";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3102010.Artigos de plástico";"1,13";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3102012.Garrafa térmica";"5,31";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3102014.Copo de vidro";"-3,38";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3102015.Mamadeira";"7,84";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3102016.Bujão de gás vazio";"4,04";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3102032.Chupeta e bico";"7,33";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3102034.Filtro de água";"4,75";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3102035.Flores naturais";"2,52";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3102037.Fósforos";"17,71";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3102039.Vela para iluminação";"3,18";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3102070.Espelho";"3,19";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3102088.Filtro de papel";"4,02";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3102089.Guardanapo de papel";"4,18";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3103.Cama, mesa e banho";"2,49";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3103001.Roupa de cama";"2,70";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3103002.Roupa de mesa";"5,17";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3103003.Roupa de banho";"1,00";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"32.Aparelhos eletroeletrônicos";"0,72";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3201.Eletrodomésticos e equipamentos";"1,64";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3201001.Refrigerador";"2,38";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3201002.Condicionador de ar";"-3,48";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3201003.Máquina de costura";"1,54";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3201006.Máquina de lavar roupa";"0,61";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3201007.Ferro elétrico";"1,73";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3201008.Máquina de secar roupa";"4,56";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3201012.Liquidificador";"0,49";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3201013.Ventilador";"2,00";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3201021.Fogão";"1,30";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3201027.Lâmpada";"0,91";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3201029.Pilha";"-0,63";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3201033.Freezer";"1,18";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3201034.Máquina de lavar louça";"2,14";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3201042.Ozonizador";"2,74";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3201044.Aspirador de pó";"1,15";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3201050.Chuveiro elétrico";"0,59";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3201065.Forno de micro-ondas";"3,22";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3202.Tv, som e informática";"-0,12";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3202001.Televisor";"1,35";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3202003.Aparelho de som";"-1,78";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3202005.Vídeo-cassete";"-1,62";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3202008.Vídeo-game";"4,50";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3202013.Antena parabólica";"-2,13";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3202028.Microcomputador";"-0,58";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"33.Consertos e manutenção";"2,21";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3301.Consertos e manutenção";"2,21";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3301002.Conserto de refrigerador e freezer";"4,76";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3301009.Conserto de aparelho de som";"1,84";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3301012.Conserto de vídeo-cassete";"23,74";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3301015.Conserto de máquina de lavar/secar roupa";"3,02";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3301022.Reforma de estofado";"-0,67";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3301023.Conserto de bomba d'água";"-3,94";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"3301024.Manutenção de caixa d'água, fossa, etc.";"5,27";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4.Vestuário";"-0,95";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"41.Roupas";"-1,84";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4101.Roupa masculina";"-1,90";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4101002.Calça comprida masculina";"-1,15";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4101004.Terno";"1,36";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4101005.Agasalho masculino";"2,32";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4101006.Short e bermuda masculina";"-4,81";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4101008.Cueca";"-1,16";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4101009.Camisa masculina";"-2,12";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4101010.Camiseta masculina";"-2,62";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4101011.Meia masculina";"2,68";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4101013.Paletó e blazer";"-1,10";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4101015.Conjunto esportivo masculino";"3,01";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4102.Roupa feminina";"-2,60";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4102002.Calça comprida feminina";"-0,05";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4102003.Agasalho feminino";"2,55";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4102004.Saia";"-4,41";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4102005.Vestido";"-6,34";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4102008.Blusa";"-4,50";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4102009.Meia feminina";"0,55";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4102010.Lingerie";"-0,49";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4102011.Roupa de dormir feminina";"8,89";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4102012.Roupa de banho feminina";"-4,02";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4102013.Bermuda e short feminino";"-4,19";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4102014.Conjunto esportivo feminino";"-2,59";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4102050.Camiseta feminina";"-0,74";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4103.Roupa infantil";"-0,69";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4103001.Uniforme";"2,79";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4103002.Calça comprida infantil";"0,54";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4103005.Agasalho infantil";"3,49";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4103007.Vestido infantil";"-3,95";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4103008.Bermuda e short infantil";"-4,80";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4103011.Camisa infantil";"-4,80";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4103012.Camiseta infantil";"-2,22";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4103013.Meia infantil";"-3,70";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4103014.Lingerie infantil";"-0,87";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4103017.Fralda";"1,23";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4103020.Conjunto esportivo infantil";"9,20";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4103021.Cueca infantil";"-3,52";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4103022.Macacão infantil";"-1,49";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4103031.Conjunto de short e camiseta infantil";"-3,18";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4103040.Conjunto de saia e blusa infantil";"-7,24";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4103051.Roupa de banho infantil";"1,31";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"42.Calçados e acessórios";"-0,13";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4201.Calçados e acessórios";"-0,13";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4201002.Sapato masculino";"2,14";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4201003.Sapato feminino";"1,96";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4201004.Sapato infantil";"0,13";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4201006.Sandália / chinelo masculino";"-0,20";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4201007.Sandália / chinelo feminino";"-5,02";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4201008.Sandália / chinelo infantil";"-1,25";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4201015.Bolsa e carteira feminina";"-0,63";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4201029.Bolsa e carteira masculina";"0,18";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4201063.Tênis";"-0,48";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"43.Joias e bijuterias";"1,61";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4301.Joias e bijuterias";"1,61";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4301001.Bijuteria";"1,58";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4301002.Joia";"4,43";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4301004.Relógio de pulso";"1,10";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"44.Tecidos e armarinho";"3,05";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4401.Tecidos e armarinho";"3,05";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4401001.Tecido";"3,55";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4401002.Artigos de armarinho";"0,77";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"4401005.Acortinado (mosquiteiro)";"1,21";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"5.Transportes";"3,80";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"51.Transportes";"3,80";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"5101.Transporte público";"3,25";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"5101001.Ônibus urbano";"3,55";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"5101002.Táxi";"1,11";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"5101004.Trem";"3,42";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"5101006.Ônibus intermunicipal";"2,91";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"5101007.Ônibus interestadual";"0,10";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"5101009.Ferry-boat";"0,00";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"5101010.Passagem aérea";"-3,45";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"5101011.Metrô";"0,00";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"5101012.Ônibus internacional";"0,43";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"5101022.Barco";"5,89";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"5101026.Transporte escolar";"0,73";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"5102.Veículo próprio";"5,98";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"5102001.Automóvel novo";"2,48";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"5102004.Emplacamento e licença";"-2,83";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"5102005.Seguro voluntário de veículo";"6,98";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"5102007.Óleo lubrificante";"1,66";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"5102009.Acessórios e peças";"2,75";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"5102010.Pneu e câmara-de-ar";"2,08";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"5102011.Conserto de automóvel";"0,68";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"5102013.Estacionamento";"1,41";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"5102015.Pedágio";"0,00";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"5102020.Compra de automóvel usado";"9,33";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"5102030.Som para veículo";"4,53";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"5102037.Pintura de veículo";"2,40";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"5102053.Motocicleta";"8,83";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"5102054.Camioneta";"-0,23";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"5104.Combustíveis (veículos)";"2,40";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"5104001.Gasolina";"2,69";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"5104002.Etanol";"-1,56";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"5104003.Óleo diesel";"5,08";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6.Saúde e cuidados pessoais";"1,41";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"61.Produtos farmacêuticos e óticos";"0,37";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6101.Produtos farmacêuticos";"0,30";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6101001.Anti-infeccioso e antibiótico";"-0,73";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6101002.Analgésico e antitérmico";"0,18";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6101003.Anti-inflamatório e antirreumático";"3,50";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6101004.Antigripal e antitussígeno";"0,41";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6101005.Hepatoprotetor";"0,82";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6101006.Antimicótico e parasiticida";"0,66";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6101007.Antialérgico e broncodilatador";"-0,17";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6101009.Gastroprotetor";"0,19";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6101010.Vitamina e fortificante";"-1,96";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6101011.Anticoncepcional e hormônio";"-1,95";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6101013.Psicotrópico e anorexígeno";"0,21";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6101014.Hipotensor e hipocolesterolêmico";"-1,31";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6101016.Material para curativo";"2,09";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6101051.Colírio";"-1,92";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6101064.Antidiabético";"0,02";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6102.Óculos e lentes";"2,14";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6102001.Lente de grau";"2,12";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6102002.Armação de óculos";"1,26";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6102003.Óculos sem grau";"6,83";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6102008.Lente de contato";"-2,75";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"62.Serviços de saúde";"1,41";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6201.Serviços médicos e dentários";"1,22";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6201002.Médico";"1,45";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6201003.Dentista";"1,30";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6201005.Aparelho dentário";"1,52";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6201008.Tratamento psicológico e fisioterápico";"-2,70";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6202.Serviços laboratoriais e hospitalares";"-0,10";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6202003.Exame de laboratório";"-0,02";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6202004.Hospitalização e cirurgia";"-0,30";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6202006.Eletrodiagnóstico";"0,66";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6202013.Radiografia";"2,97";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6203.Plano de saúde";"1,84";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6203001.Plano de saúde";"1,84";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"63.Cuidados pessoais";"3,36";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6301.Higiene pessoal";"3,36";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6301001.Produto para cabelo";"6,61";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6301004.Lâmina de barbear";"9,53";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6301006.Creme para pele e bronzeador";"-3,62";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6301007.Creme e fio dental";"5,43";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6301010.Produto para unha";"4,58";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6301011.Perfume";"0,59";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6301012.Talco";"5,90";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6301013.Produto para limpeza de pele";"3,01";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6301014.Desodorante";"7,10";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6301015.Absorvente higiênico";"2,82";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6301016.Sabonete";"7,49";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6301017.Papel higiênico";"7,41";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"6301020.Artigos de maquiagem";"5,84";"%"
"BR";"1";"Brasil";"INPC - Variação acumulada no ano";"maio 2000";"7.Despesas pessoais";"1,81";"%"
