"Tabela 651 - INPC - Variação acumulada no ano, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (de agosto/1999 até junho/2006)"
"Nível";"Cód.";"Brasil e Região Metropolitana até 2020";"Variável";"Mês";"Geral, grupo, subgrupo, item e subitem";""
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1109002.Presunto";"16,33";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1109004.Bacon";"16,34";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1109007.Salsicha e salsichão";"10,58";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1109008.Linguiça";"0,52";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1109009.Chouriço e paio";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1109010.Mortadela";"15,99";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1109012.Salame e salaminho";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1109023.Bacalhau";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1109024.Camarão seco salgado";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1109056.Carne seca";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1109058.Carne de porco salgada e defumada";"28,79";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1109088.Carne de hambúrguer";"7,94";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1110.Aves e ovos";"7,38";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1110003.Peru";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1110009.Frango";"3,75";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1110011.Peito de frango";"15,42";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1110012.Coxa de frango";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1110014.Asa de frango";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1110044.Ovo de galinha";"19,85";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1111.Leites e derivados";"13,99";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1111004.Leite pasteurizado";"18,63";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1111008.Leite condensado";"0,80";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1111009.Leite em pó";"1,90";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1111012.Creme de leite";"7,24";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1111019.Iogurte";"0,87";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1111021.Queijo cremoso";"4,60";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1111023.Queijo-de-minas";"10,16";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1111024.Queijo prato";"2,42";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1111025.Queijo parmesão";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1111026.Queijo muzzarella";"-0,88";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1111031.Manteiga";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1111038.Leite fermentado";"11,11";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1111046.Nata";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1112.Panificados";"-0,36";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1112003.Biscoito";"0,36";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1112012.Pão de milho";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1112015.Pão francês";"-1,48";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1112017.Pão doce";"12,30";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1112018.Pão de forma";"3,68";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1112019.Bolo";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1112021.Massa para pão de queijo";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1112025.Pão de queijo";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1112034.Rosca doce";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1112040.Torta doce";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1112051.Pão integral";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1113.Óleos e gorduras";"-12,76";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1113013.Óleo de soja";"-18,86";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1113014.Azeite de oliva";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1113040.Margarina vegetal";"-1,12";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1113044.Óleo de canola";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1114.Bebidas e infusões";"0,89";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1114001.Suco de frutas";"-3,68";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1114004.Polpa de açaí";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1114022.Café moído";"-1,47";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1114023.Café solúvel";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1114029.Mate";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1114083.Refrigerante";"3,41";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1114084.Cerveja";"-1,78";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1114085.Outras bebidas alcoólicas";"5,55";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1114086.Aguardente";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1114087.Vinho";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1115.Enlatados e conservas";"4,02";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1115004.Coco ralado";"-2,46";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1115006.Ervilha em lata";"4,15";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1115008.Feijoada em lata";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1115013.Sopa infantil";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1115016.Palmito em conserva";"5,90";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1115039.Sardinha em lata";"4,40";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1115050.Salsicha em lata";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1115051.Carne de boi em lata";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1115056.Sopa desidratada";"1,19";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1115057.Azeitona";"8,96";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1115058.Milho-verde em lata";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1115075.Atum em lata";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1116.Sal e condimentos";"2,37";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1116001.Leite de coco";"-4,42";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1116005.Massa de tomate";"-0,67";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1116010.Alho";"3,71";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1116013.Sal refinado";"9,25";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1116022.Colorau";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1116023.Caldo de tucupi";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1116026.Fermento";"8,67";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1116033.Maionese";"0,29";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1116041.Vinagre";"22,40";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1116048.Caldo concentrado";"-0,42";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1116055.Cominho";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1116062.Pimenta do reino";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1116071.Tempero misto";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1117.Alimentos prontos";"-8,66";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1117001.Refeição pronta";"-10,18";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1117012.Lanche para viagem";"11,67";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"12.Alimentação fora do domicílio";"1,16";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1201.Alimentação fora do domicílio";"1,16";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1201001.Refeição";"-0,28";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1201003.Lanche";"-0,93";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1201005.Café da manhã";"5,67";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1201007.Refrigerante";"6,06";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1201009.Cafezinho";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1201032.Caldos";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1201048.Cerveja";"1,48";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1201049.Chopp";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1201050.Aguardente";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1201051.Outras bebidas alcoólicas";"-1,29";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"1201061.Doces";"6,58";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"2.Habitação";"2,11";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"21.Encargos e manutenção";"-1,46";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"2101.Aluguel e taxas";"-1,95";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"2101001.Aluguel residencial";"-2,79";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"2101002.Condomínio";"0,92";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"2101003.Imposto predial";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"2101004.Taxa de água e esgoto";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"2101008.Compra de água";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"2101012.Mudança";"-1,65";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"2103.Reparos";"5,42";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"2103005.Ferragens";"3,96";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"2103008.Material de eletricidade";"7,26";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"2103009.Material de pintura";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"2103012.Material de vidro";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"2103014.Tinta";"4,61";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"2103031.Ferramentas";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"2104.Artigos de limpeza";"4,09";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"2104002.Vassoura";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"2104005.Água sanitária";"6,08";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"2104008.Detergente";"0,72";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"2104009.Sabão em pó";"4,00";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"2104012.Desinfetante";"0,75";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"2104013.Inseticida";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"2104014.Cera para assoalho";"5,13";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"2104015.Sabão em barra";"0,86";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"2104016.Esponja de limpeza";"11,91";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"2104020.Limpador com amoníaco";"-0,50";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"2104025.Lata de lixo";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"2104032.Amaciante, alvejante";"9,52";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"22.Combustíveis e energia";"14,62";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"2201.Combustíveis (domésticos)";"19,05";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"2201003.Carvão vegetal";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"2201004.Gás de botijão";"19,28";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"2201005.Gás encanado";"14,15";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"2202.Energia elétrica residencial";"12,39";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"2202003.Energia elétrica residencial";"12,39";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3.Artigos de residência";"6,80";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"31.Móveis e utensílios";"11,28";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3101.Mobiliário";"12,95";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3101002.Móvel para sala";"8,40";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3101003.Móvel para quarto";"14,62";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3101004.Móvel para jardim";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3101015.Móvel para copa e cozinha";"13,61";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3101017.Colchão";"13,57";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3101060.Rede";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3102.Utensílios e enfeites";"6,05";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3102004.Relógio despertador";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3102005.Tapete";"27,58";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3102006.Cortina";"6,10";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3102007.Utensílios para copa e cozinha de metal";"8,41";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3102009.Utensílios para copa e cozinha de louça";"1,28";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3102010.Artigos de plástico";"12,19";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3102012.Garrafa térmica";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3102014.Copo de vidro";"-18,71";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3102015.Mamadeira";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3102016.Bujão de gás vazio";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3102032.Chupeta e bico";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3102034.Filtro de água";"11,85";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3102035.Flores naturais";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3102037.Fósforos";"36,23";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3102039.Vela para iluminação";"10,36";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3102070.Espelho";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3102088.Filtro de papel";"0,59";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3102089.Guardanapo de papel";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3103.Cama, mesa e banho";"5,66";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3103001.Roupa de cama";"8,01";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3103002.Roupa de mesa";"1,80";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3103003.Roupa de banho";"2,67";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"32.Aparelhos eletroeletrônicos";"5,03";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3201.Eletrodomésticos e equipamentos";"10,13";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3201001.Refrigerador";"11,84";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3201002.Condicionador de ar";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3201003.Máquina de costura";"-0,53";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3201006.Máquina de lavar roupa";"11,12";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3201007.Ferro elétrico";"6,08";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3201008.Máquina de secar roupa";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3201012.Liquidificador";"-0,14";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3201013.Ventilador";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3201021.Fogão";"12,85";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3201027.Lâmpada";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3201029.Pilha";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3201033.Freezer";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3201034.Máquina de lavar louça";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3201042.Ozonizador";"9,39";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3201044.Aspirador de pó";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3201050.Chuveiro elétrico";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3201065.Forno de micro-ondas";"11,09";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3202.Tv, som e informática";"1,14";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3202001.Televisor";"6,97";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3202003.Aparelho de som";"-3,67";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3202005.Vídeo-cassete";"-2,15";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3202008.Vídeo-game";"4,52";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3202013.Antena parabólica";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3202028.Microcomputador";"-6,86";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"33.Consertos e manutenção";"-4,55";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3301.Consertos e manutenção";"-4,55";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3301002.Conserto de refrigerador e freezer";"2,22";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3301009.Conserto de aparelho de som";"10,17";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3301012.Conserto de vídeo-cassete";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3301015.Conserto de máquina de lavar/secar roupa";"0,05";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3301022.Reforma de estofado";"-32,13";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3301023.Conserto de bomba d'água";"-6,89";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"3301024.Manutenção de caixa d'água, fossa, etc.";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"4.Vestuário";"6,35";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"41.Roupas";"3,98";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"4101.Roupa masculina";"4,86";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação acumulada no ano";"dezembro 2000";"4101002.Calça comprida masculina";"1,97";"%"
