"Tabela 2951 - INPC - Variação mensal, acumulada no ano e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (de julho/2006 até dezembro/2011)"
"Nível";"Cód.";"Brasil e Região Metropolitana até 2020";"Variável";"Mês";"Geral, grupo, subgrupo, item e subitem";""
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"1116005.Atomatado";"1,37";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"1116010.Alho";"-5,04";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"1116013.Sal refinado";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"1116026.Fermento";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"1116033.Maionese";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"1116041.Vinagre";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"1116048.Caldo concentrado";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"1116071.Tempero misto";"-0,36";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"1116095.Molho de soja";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"12.Alimentação fora do domicílio";"1,32";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"1201.Alimentação fora do domicílio";"1,32";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"1201001.Refeição";"1,44";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"1201003.Lanche";"0,49";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"1201005.Café da manhã";"4,18";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"1201007.Refrigerante e água mineral";"0,80";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"1201009.Cafezinho";"1,07";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"1201048.Cerveja";"1,49";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"1201049.Chopp";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"1201051.Outras bebidas alcoólicas";"1,13";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"1201061.Doces";"0,84";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2.Habitação";"0,89";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"21.Encargos e manutenção";"0,53";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2101.Aluguel e taxas";"0,34";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2101001.Aluguel residencial";"0,50";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2101002.Condomínio";"0,14";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2101004.Taxa de água e esgoto";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2103.Reparos";"0,78";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2103008.Material de eletricidade";"1,27";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2103009.Material de pintura";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2103014.Tinta";"0,63";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2103022.Vitrificação (sinteco, poliuretano)";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2103031.Ferramentas";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2103032.Azulejo e piso";"-2,65";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2103039.Cimento";"2,01";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2103040.Tijolo";"2,88";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2103041.Material hidráulico";"0,72";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2103042.Mão de obra";"0,38";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2103048.Areia";"2,32";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2104.Artigos de limpeza";"1,40";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2104002.Vassoura";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2104005.Água sanitária";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2104008.Detergente";"2,99";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2104009.Sabão em pó";"1,76";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2104012.Desinfetante";"-0,93";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2104013.Inseticida";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2104014.Cera para assoalho";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2104015.Sabão em barra";"2,32";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2104016.Esponja de limpeza";"0,32";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2104025.Lata de lixo";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2104032.Amaciante, alvejante";"1,23";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"22.Combustíveis e energia";"1,67";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2201.Combustíveis (domésticos)";"-0,28";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2201003.Carvão vegetal";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2201004.Gás de botijão";"-0,30";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2201005.Gás encanado";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2202.Energia elétrica residencial";"2,69";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"2202003.Energia elétrica residencial";"2,69";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3.Artigos de residência";"-0,18";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"31.Móveis e utensílios";"-0,36";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3101.Mobiliário";"-1,07";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3101002.Móvel para sala";"1,51";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3101003.Móvel para quarto";"-3,02";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3101015.Móvel para copa e cozinha";"-0,37";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3101017.Colchão";"-1,12";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3101060.Rede";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3102.Utensílios e enfeites";"2,26";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3102005.Tapete";"1,19";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3102006.Cortina";"6,71";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3102007.Utensílios para copa e cozinha de metal";"0,81";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3102009.Utensílios para copa e cozinha de vidro e louça";"0,76";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3102010.Utensílios de plástico";"1,04";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3102040.Utensílios diversos";"1,22";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3103.Cama, mesa e banho";"0,13";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3103001.Roupa de cama";"-3,61";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3103002.Roupa de mesa";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3103003.Roupa de banho";"8,19";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"32.Aparelhos eletroeletrônicos";"-0,20";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3201.Eletrodomésticos e equipamentos";"-0,03";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3201001.Refrigerador";"0,32";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3201002.Condicionador de ar";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3201003.Máquina de costura";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3201006.Máquina de lavar roupa";"-0,06";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3201007.Ferro elétrico";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3201008.Máquina de secar roupa";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3201012.Liquidificador";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3201013.Ventilador";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3201021.Fogão";"-1,84";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3201027.Lâmpada";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3201065.Forno de micro-ondas";"2,16";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3202.Tv, som e informática";"-0,64";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3202001.Televisor";"-0,28";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3202003.Aparelho de som";"-0,98";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3202005.Aparelho de DVD";"1,13";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3202028.Microcomputador";"-1,67";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"33.Consertos e manutenção";"0,96";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3301.Consertos e manutenção";"0,96";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3301002.Conserto de refrigerador e freezer";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3301006.Conserto de televisor";"1,34";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3301009.Conserto de aparelho de som";"0,69";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3301015.Conserto de máquina de lavar/secar roupa";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3301022.Reforma de estofado";"0,92";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"3301023.Conserto de bomba d'água";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4.Vestuário";"0,26";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"41.Roupas";"-0,12";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4101.Roupa masculina";"0,16";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4101002.Calça comprida masculina";"-0,04";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4101004.Terno";"-0,50";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4101005.Agasalho masculino";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4101006.Short e bermuda masculina";"4,57";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4101008.Cueca";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4101009.Camisa/camiseta masculina";"-0,96";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4102.Roupa feminina";"-0,62";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4102002.Calça comprida feminina";"-2,04";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4102003.Agasalho feminino";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4102004.Saia";"0,78";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4102005.Vestido";"4,63";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4102008.Blusa";"-0,43";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4102010.Lingerie";"-2,63";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4102011.Roupa de dormir feminina";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4102012.Roupa de banho feminina";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4102013.Bermuda e short feminino";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4103.Roupa infantil";"0,16";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4103001.Uniforme";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4103002.Calça comprida infantil";"-0,24";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4103005.Agasalho infantil";"0,30";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4103007.Vestido infantil";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4103008.Bermuda e short infantil";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4103011.Camisa/camiseta infantil";"-0,05";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4103014.Lingerie infantil";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4103017.Fralda";"0,48";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4103024.Saia infantil";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4103031.Conjunto infantil";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"42.Calçados e acessórios";"1,02";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4201.Calçados e acessórios";"1,02";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4201002.Sapato masculino";"2,76";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4201003.Sapato feminino";"2,12";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4201004.Sapato infantil";"0,25";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4201006.Sandália / chinelo masculino";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4201007.Sandália / chinelo feminino";"1,48";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4201008.Sandália / chinelo infantil";"0,23";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4201015.Bolsa";"0,38";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4201063.Tênis";"0,47";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"43.Joias e bijuterias";"1,48";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4301.Joias e bijuterias";"1,48";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4301001.Bijuteria";"5,88";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4301002.Joia";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4301004.Relógio de pulso";"-2,94";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"44.Tecidos e armarinho";"0,97";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4401.Tecidos e armarinho";"0,97";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4401001.Tecido";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4401002.Artigos de armarinho";"0,97";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"4401005.Acortinado (mosquiteiro)";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"5.Transportes";"0,03";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"51.Transportes";"0,03";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"5101.Transporte público";"0,01";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"5101001.Ônibus urbano";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"5101002.Táxi";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"5101004.Trem";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"5101006.Ônibus intermunicipal";"0,04";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"5101007.Ônibus interestadual";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"5101010.Passagem aérea";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"5101011.Metrô";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"5101022.Barco";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"5101026.Transporte escolar";"0,55";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"5102.Veículo próprio";"-0,30";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"5102001.Automóvel novo";"-0,51";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"5102004.Emplacamento e licença";"0,22";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"5102005.Seguro voluntário de veículo";"-9,56";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"5102006.Multa";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"5102007.Óleo lubrificante";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"5102009.Acessórios e peças";"1,04";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"5102010.Pneu e câmara-de-ar";"-0,39";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"5102011.Conserto de automóvel";"-0,10";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"5102013.Estacionamento";"0,86";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"5102019.Lubrificação e lavagem";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"5102020.Automóvel usado";"-0,23";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"5102037.Pintura de veículo";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"5102053.Motocicleta";"0,32";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"5104.Combustíveis (veículos)";"0,50";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"5104001.Gasolina";"0,33";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"5104002.Etanol";"1,37";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6.Saúde e cuidados pessoais";"0,13";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"61.Produtos farmacêuticos e óticos";"-0,24";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6101.Produtos farmacêuticos";"-0,36";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6101001.Anti-infeccioso e antibiótico";"-1,64";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6101002.Analgésico e antitérmico";"-1,86";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6101003.Anti-inflamatório e antirreumático";"-1,39";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6101004.Antigripal e antitussígeno";"-1,87";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6101006.Antimicótico e parasiticida";"1,07";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6101007.Antialérgico e broncodilatador";"0,99";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6101009.Gastroprotetor";"0,31";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6101010.Vitamina e fortificante";"3,07";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6101011.Hormônio";"0,43";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6101013.Psicotrópico e anorexígeno";"-0,79";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6101014.Hipotensor e hipocolesterolêmico";"-0,74";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6101016.Material para curativo";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6101050.Preservativo masculino";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6101051.Oftalmológico";"1,54";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6102.Produtos óticos";"0,32";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6102001.Lente de grau";"1,77";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6102002.Armação de óculos";"1,61";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6102003.Óculos sem grau";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6102008.Lente de contato";"-2,51";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"62.Serviços de saúde";"0,81";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6201.Serviços médicos e dentários";"2,32";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6201002.Médico";"1,78";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6201003.Dentista";"2,70";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6201005.Aparelho dentário";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6201006.Artigos ortopédicos";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6201008.Tratamento psicológico e fisioterápico";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6202.Serviços laboratoriais e hospitalares";"0,66";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6202003.Exame de laboratório";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6202004.Hospitalização e cirurgia";"0,66";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6202006.Eletrodiagnóstico";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6202013.Radiografia";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6203.Plano de saúde";"0,46";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6203001.Plano de saúde";"0,46";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"63.Cuidados pessoais";"0,02";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6301.Higiene pessoal";"0,02";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6301001.Produto para cabelo";"0,87";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6301004.Produto para barba";"0,30";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6301006.Produto para pele";"0,32";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6301007.Produto para higiene bucal";"-0,46";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6301010.Produto para unha";"0,48";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"agosto 2008";"6301011.Perfume";"-0,48";"%"
