"Tabela 2951 - INPC - Variação mensal, acumulada no ano e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (de julho/2006 até dezembro/2011)"
"Nível";"Cód.";"Brasil e Região Metropolitana até 2020";"Variável";"Mês";"Geral, grupo, subgrupo, item e subitem";""
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"5102001.Automóvel novo";"0,43";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"5102004.Emplacamento e licença";"0,09";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"5102005.Seguro voluntário de veículo";"-0,36";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"5102006.Multa";"0,00";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"5102007.Óleo lubrificante";"-1,81";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"5102009.Acessórios e peças";"0,16";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"5102010.Pneu e câmara-de-ar";"-0,11";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"5102011.Conserto de automóvel";"-0,39";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"5102013.Estacionamento";"1,18";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"5102019.Lubrificação e lavagem";"1,25";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"5102020.Automóvel usado";"-0,89";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"5102037.Pintura de veículo";"0,00";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"5102053.Motocicleta";"0,02";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"5104.Combustíveis (veículos)";"-0,40";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"5104001.Gasolina";"-0,27";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"5104002.Etanol";"-1,43";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6.Saúde e cuidados pessoais";"0,08";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"61.Produtos farmacêuticos e óticos";"0,03";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6101.Produtos farmacêuticos";"-0,03";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6101001.Anti-infeccioso e antibiótico";"-0,25";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6101002.Analgésico e antitérmico";"0,17";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6101003.Anti-inflamatório e antirreumático";"0,05";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6101004.Antigripal e antitussígeno";"0,17";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6101006.Antimicótico e parasiticida";"-0,81";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6101007.Antialérgico e broncodilatador";"0,31";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6101009.Gastroprotetor";"-0,38";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6101010.Vitamina e fortificante";"0,54";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6101011.Hormônio";"-0,40";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6101013.Psicotrópico e anorexígeno";"0,35";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6101014.Hipotensor e hipocolesterolêmico";"-0,10";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6101016.Material para curativo";"-1,86";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6101050.Preservativo masculino";"-0,82";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6101051.Oftalmológico";"-1,07";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6102.Produtos óticos";"0,55";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6102001.Lente de grau";"0,34";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6102002.Armação de óculos";"0,38";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6102003.Óculos sem grau";"0,95";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6102008.Lente de contato";"1,26";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"62.Serviços de saúde";"0,39";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6201.Serviços médicos e dentários";"0,02";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6201002.Médico";"-0,20";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6201003.Dentista";"0,24";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6201005.Aparelho dentário";"-0,40";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6201006.Artigos ortopédicos";"-0,90";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6201008.Tratamento psicológico e fisioterápico";"0,10";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6202.Serviços laboratoriais e hospitalares";"-0,09";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6202003.Exame de laboratório";"-0,16";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6202004.Hospitalização e cirurgia";"-0,08";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6202006.Eletrodiagnóstico";"0,08";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6202013.Radiografia";"-0,31";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6203.Plano de saúde";"0,73";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6203001.Plano de saúde";"0,73";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"63.Cuidados pessoais";"-0,14";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6301.Higiene pessoal";"-0,14";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6301001.Produto para cabelo";"-0,52";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6301004.Produto para barba";"0,75";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6301006.Produto para pele";"-0,32";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6301007.Produto para higiene bucal";"-0,33";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6301010.Produto para unha";"-0,10";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6301011.Perfume";"0,07";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6301012.Talco";"0,57";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6301014.Desodorante";"0,30";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6301015.Absorvente higiênico";"-1,17";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6301016.Sabonete";"0,11";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6301017.Papel higiênico";"-0,37";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"6301020.Artigos de maquiagem";"0,30";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7.Despesas pessoais";"1,09";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"71.Serviços pessoais";"0,37";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7101.Serviços pessoais";"0,37";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7101001.Costureira";"0,24";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7101005.Manicure e pedicure";"0,71";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7101008.Barbeiro";"1,19";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7101009.Cabeleireiro";"0,17";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7101010.Empregado doméstico";"0,70";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7101034.Cartório";"0,01";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7101036.Despachante";"0,00";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7101076.Serviço bancário";"0,00";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7101090.Conselho de classe";"0,60";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"72.Recreação, fumo e filmes";"1,54";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7201.Recreação";"0,37";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7201001.Cinema";"-0,32";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7201003.Ingresso para jogo";"6,01";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7201006.Clube";"1,02";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7201008.Disco laser";"0,34";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7201010.Instrumento musical";"1,38";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7201018.Compra e tratamento de animais";"-0,49";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7201019.Bicicleta";"0,51";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7201020.Alimento para animais";"-0,01";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7201023.Brinquedo";"-0,04";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7201051.Teatro";"0,79";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7201052.Aluguel de DVD e fita de videocassete";"0,76";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7201054.Boate, danceteria e discoteca";"0,21";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7201063.Jogos de azar";"0,00";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7201067.Material de caça e pesca";"0,19";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7201068.Motel";"-1,23";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7201083.Material esportivo";"2,34";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7201090.Hotel";"0,07";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7201095.Excursão";"1,26";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7202.Fumo";"4,33";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7202041.Cigarro";"4,33";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7203.Fotografia e filmagem";"0,60";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7203002.Filme e flash descartável";"1,52";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"7203003.Revelação e cópia";"0,24";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"8.Educação";"-0,03";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"81.Cursos, leitura e papelaria";"-0,03";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"8101.Cursos";"0,00";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"8101001.Creche";"0,49";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"8101002.Educação infantil";"0,00";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"8101003.Ensino fundamental";"0,00";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"8101004.Ensino médio";"0,00";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"8101005.Ensino superior";"0,00";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"8101008.Curso supletivo";"0,00";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"8102.Leitura";"0,02";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"8102001.Jornal diário";"0,00";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"8102002.Assinatura de jornal";"0,47";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"8102004.Revista";"0,02";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"8102005.Livro";"-0,06";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"8103.Papelaria";"-0,80";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"8103001.Caderno";"-0,82";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"8103002.Fotocópia";"0,82";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"8103014.Artigos de papelaria";"-0,92";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"8104.Cursos diversos";"0,32";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"8104001.Curso preparatório";"-0,02";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"8104002.Curso técnico";"0,00";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"8104003.Curso de idioma";"0,23";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"8104004.Curso de informática";"0,81";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"8104005.Autoescola";"-0,08";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"8104006.Ginástica";"0,08";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"8104009.Escolinha de esporte";"0,00";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"9.Comunicação";"-0,12";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"91.Comunicação";"-0,12";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"9101.Comunicação";"-0,12";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"9101001.Correio";"0,00";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"9101002.Telefone fixo";"0,00";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"9101003.Telefone público";"0,00";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"9101008.Telefone celular";"0,09";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"9101010.TV a cabo";"0,01";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"novembro 2006";"9101019.Aparelho telefônico";"-1,80";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"Índice geral";"0,62";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1.Alimentação e bebidas";"0,37";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"11.Alimentação no domicílio";"0,23";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1101.Cereais, leguminosas e oleaginosas";"2,77";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1101002.Arroz";"4,60";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1101049.Feijão - manteiga";"4,21";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1101051.Feijão - mulatinho";"0,45";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1101052.Feijão - preto";"-1,42";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1101053.Feijão - macassar (fradinho)";"2,65";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1101073.Feijão - carioca (rajado))";"-0,73";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1101079.Milho em grão";"0,45";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1102.Farinhas, féculas e massas";"0,99";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1102001.Farinha de arroz";"-2,77";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1102006.Macarrão";"0,21";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1102008.Fubá de milho";"1,00";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1102009.Amido de milho";"-0,97";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1102010.Flocos de milho";"0,23";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1102012.Farinha de trigo";"4,19";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1102013.Farinha vitaminada";"-0,35";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1102016.Flocos de cereais";"-0,98";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1102023.Farinha de mandioca";"2,24";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1102029.Massa semipreparada";"-0,52";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1103.Tubérculos, raízes e legumes";"-6,11";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1103003.Batata-inglesa";"-9,85";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1103004.Inhame";"20,03";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1103005.Mandioca (aipim)";"1,74";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1103017.Abóbora";"-5,58";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1103021.Chuchu";"15,54";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1103026.Pimentão";"8,06";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1103027.Quiabo";"-18,96";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1103028.Tomate";"-17,76";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1103043.Cebola";"5,17";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1103044.Cenoura";"13,31";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1104.Açúcares e derivados";"-0,42";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1104003.Açúcar refinado";"-0,96";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1104004.Açúcar cristal";"-0,13";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1104023.Chocolate em barra e bombom";"0,52";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1104028.Gelatina";"-0,53";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1104032.Sorvete";"-0,10";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1104052.Chocolate e achocolatado em pó";"0,28";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1104060.Doce de frutas em pasta";"-1,49";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1104066.Doce de leite";"-0,21";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1105.Hortaliças e verduras";"2,75";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1105001.Alface";"2,59";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1105004.Coentro";"2,28";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1105005.Couve";"1,93";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1105006.Couve-flor";"-1,38";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1105010.Repolho";"4,34";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1105012.Cheiro-verde";"4,64";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1105013.Agrião";"0,81";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1105019.Brócolis";"0,73";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1106.Frutas";"-0,79";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1106001.Banana-da-terra";"2,15";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1106003.Abacaxi";"-10,23";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1106004.Abacate";"13,81";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1106005.Banana - d'água";"-12,49";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1106006.Banana - maçã";"-1,22";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1106008.Banana - prata";"3,68";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1106017.Maçã";"3,98";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1106018.Mamão";"6,03";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1106019.Manga";"-9,63";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1106020.Maracujá";"7,63";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1106021.Melancia";"-6,87";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1106022.Melão";"1,77";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1106023.Pera";"14,10";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1106027.Tangerina";"0,01";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1106028.Uva";"-10,78";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1106039.Laranja - pera";"-0,75";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1106084.Goiaba";"-0,28";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1107.Carnes";"-0,87";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1107008.Tripa e bucho";"-1,18";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1107009.Fígado";"-0,83";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1107010.Outras vísceras";"-0,88";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1107018.Carne de porco";"1,76";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1107084.Contrafilé";"0,13";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1107087.Chã de dentro";"-1,68";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1107088.Alcatra";"0,14";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1107089.Patinho";"-1,25";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1107090.Lagarto redondo";"-1,24";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1107091.Lagarto plano";"-1,36";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1107093.Músculo";"-1,88";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1107094.Pá";"-2,59";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1107095.Acém";"-3,04";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1107096.Peito";"-3,26";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1107097.Capa de filé";"-1,17";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1107099.Costela";"0,52";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1108.Pescados";"3,93";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1108004.Peixe - corvina";"6,37";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1108005.Peixe - cavalinha";"5,25";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1108006.Peixe";"-0,31";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1108011.Peixe - tainha";"-0,23";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1108012.Peixe - sardinha";"7,65";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1108013.Camarão";"5,15";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1108016.Peixe - bagre";"7,70";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1108019.Peixe - cavala";"-0,72";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1108021.Peixe - galo";"2,06";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1108022.Peixe - manjuba";"6,19";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1108032.Peixe - serra";"1,14";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1108033.Peixe - pargo";"0,85";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1108038.Peixe - pescada";"2,68";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1108045.Caranguejo";"-4,41";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1108050.Peixe - pratiqueira (parati)";"5,63";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1108053.Peixe - piramutaba";"6,40";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1108076.Peixe - acará";"-3,40";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1108088.Peixe - dourada";"6,04";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1109.Carnes e peixes industrializados";"-0,42";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1109002.Presunto";"2,23";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1109007.Salsicha e salsichão";"1,48";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1109008.Linguiça";"-1,27";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"dezembro 2006";"1109010.Mortadela";"1,81";"%"
