"Tabela 7063 - INPC - Variação mensal, acumulada no ano, acumulada em 12 meses e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (a partir de janeiro/2020)"
"Geral, grupo, subgrupo, item e subitem";"Nível";"Cód.";"Brasil e Região Metropolitana até 2020";"Mês";"Variável";""
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"março 2025";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"abril 2025";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"maio 2025";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"junho 2025";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"julho 2025";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"agosto 2025";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"setembro 2025";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"outubro 2025";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"novembro 2025";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"dezembro 2025";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"janeiro 2026";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"fevereiro 2026";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"março 2026";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"abril 2026";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"maio 2026";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"junho 2026";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"julho 2026";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"janeiro 2020";"INPC - Variação mensal";"2,27";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"fevereiro 2020";"INPC - Variação mensal";"-2,02";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"março 2020";"INPC - Variação mensal";"2,30";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"abril 2020";"INPC - Variação mensal";"-1,60";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"maio 2020";"INPC - Variação mensal";"-1,84";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"junho 2020";"INPC - Variação mensal";"0,57";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"julho 2020";"INPC - Variação mensal";"-2,80";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"agosto 2020";"INPC - Variação mensal";"0,57";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"setembro 2020";"INPC - Variação mensal";"-0,04";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"outubro 2020";"INPC - Variação mensal";"2,31";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"novembro 2020";"INPC - Variação mensal";"2,23";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"dezembro 2020";"INPC - Variação mensal";"2,73";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"janeiro 2021";"INPC - Variação mensal";"0,29";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"fevereiro 2021";"INPC - Variação mensal";"-1,40";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"março 2021";"INPC - Variação mensal";"0,96";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"abril 2021";"INPC - Variação mensal";"-0,35";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"maio 2021";"INPC - Variação mensal";"1,86";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"junho 2021";"INPC - Variação mensal";"0,65";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"julho 2021";"INPC - Variação mensal";"-0,62";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"agosto 2021";"INPC - Variação mensal";"-0,60";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"setembro 2021";"INPC - Variação mensal";"2,43";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"outubro 2021";"INPC - Variação mensal";"0,88";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"novembro 2021";"INPC - Variação mensal";"2,48";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"dezembro 2021";"INPC - Variação mensal";"1,88";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"janeiro 2022";"INPC - Variação mensal";"2,79";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"fevereiro 2022";"INPC - Variação mensal";"-2,05";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"março 2022";"INPC - Variação mensal";"2,28";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"abril 2022";"INPC - Variação mensal";"2,19";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"maio 2022";"INPC - Variação mensal";"0,01";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"junho 2022";"INPC - Variação mensal";"0,55";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"julho 2022";"INPC - Variação mensal";"-1,12";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"agosto 2022";"INPC - Variação mensal";"3,72";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"setembro 2022";"INPC - Variação mensal";"0,22";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"outubro 2022";"INPC - Variação mensal";"3,04";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"novembro 2022";"INPC - Variação mensal";"2,38";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"dezembro 2022";"INPC - Variação mensal";"-1,38";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"janeiro 2023";"INPC - Variação mensal";"2,76";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"fevereiro 2023";"INPC - Variação mensal";"1,12";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"março 2023";"INPC - Variação mensal";"2,99";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"abril 2023";"INPC - Variação mensal";"2,99";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"maio 2023";"INPC - Variação mensal";"1,28";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"junho 2023";"INPC - Variação mensal";"1,81";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"julho 2023";"INPC - Variação mensal";"-1,91";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"agosto 2023";"INPC - Variação mensal";"2,09";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"setembro 2023";"INPC - Variação mensal";"-0,04";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"outubro 2023";"INPC - Variação mensal";"1,71";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"novembro 2023";"INPC - Variação mensal";"0,37";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"dezembro 2023";"INPC - Variação mensal";"0,32";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"janeiro 2024";"INPC - Variação mensal";"0,11";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"fevereiro 2024";"INPC - Variação mensal";"0,32";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"março 2024";"INPC - Variação mensal";"2,16";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"abril 2024";"INPC - Variação mensal";"1,85";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"maio 2024";"INPC - Variação mensal";"0,85";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"junho 2024";"INPC - Variação mensal";"-2,39";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"julho 2024";"INPC - Variação mensal";"2,00";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"agosto 2024";"INPC - Variação mensal";"1,21";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"setembro 2024";"INPC - Variação mensal";"-2,39";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"outubro 2024";"INPC - Variação mensal";"1,96";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"novembro 2024";"INPC - Variação mensal";"-2,23";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"dezembro 2024";"INPC - Variação mensal";"-0,40";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"janeiro 2025";"INPC - Variação mensal";"1,96";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"fevereiro 2025";"INPC - Variação mensal";"0,85";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"março 2025";"INPC - Variação mensal";"0,88";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"abril 2025";"INPC - Variação mensal";"0,94";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"maio 2025";"INPC - Variação mensal";"0,94";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"junho 2025";"INPC - Variação mensal";"0,13";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"julho 2025";"INPC - Variação mensal";"1,96";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"agosto 2025";"INPC - Variação mensal";"-0,15";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"setembro 2025";"INPC - Variação mensal";"0,13";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"outubro 2025";"INPC - Variação mensal";"-0,01";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"novembro 2025";"INPC - Variação mensal";"0,45";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"dezembro 2025";"INPC - Variação mensal";"0,68";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"janeiro 2026";"INPC - Variação mensal";"-1,28";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"fevereiro 2026";"INPC - Variação mensal";"1,32";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"março 2026";"INPC - Variação mensal";"-0,02";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"abril 2026";"INPC - Variação mensal";"-0,70";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"maio 2026";"INPC - Variação mensal";"-0,47";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"junho 2026";"INPC - Variação mensal";"1,29";"%"
"2104019.Sabão líquido";"BR";"1";"Brasil";"julho 2026";"INPC - Variação mensal";"0,91";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"janeiro 2020";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"fevereiro 2020";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"março 2020";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"abril 2020";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"maio 2020";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"junho 2020";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"julho 2020";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"agosto 2020";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"setembro 2020";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"outubro 2020";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"novembro 2020";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"dezembro 2020";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"janeiro 2021";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"fevereiro 2021";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"março 2021";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"abril 2021";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"maio 2021";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"junho 2021";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"julho 2021";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"agosto 2021";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"setembro 2021";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"outubro 2021";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"novembro 2021";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"dezembro 2021";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"janeiro 2022";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"fevereiro 2022";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"março 2022";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"abril 2022";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"maio 2022";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"junho 2022";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"julho 2022";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"agosto 2022";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"setembro 2022";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"outubro 2022";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"novembro 2022";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"dezembro 2022";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"janeiro 2023";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"fevereiro 2023";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"março 2023";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"abril 2023";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"maio 2023";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"junho 2023";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"julho 2023";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"agosto 2023";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"setembro 2023";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"outubro 2023";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"novembro 2023";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"dezembro 2023";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"janeiro 2024";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"fevereiro 2024";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"março 2024";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"abril 2024";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"maio 2024";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"junho 2024";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"julho 2024";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"agosto 2024";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"setembro 2024";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"outubro 2024";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"novembro 2024";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"dezembro 2024";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"janeiro 2025";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"fevereiro 2025";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"março 2025";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"abril 2025";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"maio 2025";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"junho 2025";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"julho 2025";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"agosto 2025";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"setembro 2025";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"outubro 2025";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"novembro 2025";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"dezembro 2025";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"janeiro 2026";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"fevereiro 2026";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"março 2026";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"abril 2026";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"maio 2026";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"junho 2026";"INPC - Variação mensal";"-";"%"
"2104019.Sabão líquido";"RM";"3501";"São Paulo (SP)";"julho 2026";"INPC - Variação mensal";"-";"%"
"2104020.Limpador multiuso";"BR";"1";"Brasil";"janeiro 2020";"INPC - Variação mensal";"-1,39";"%"
"2104020.Limpador multiuso";"BR";"1";"Brasil";"fevereiro 2020";"INPC - Variação mensal";"-0,70";"%"
"2104020.Limpador multiuso";"BR";"1";"Brasil";"março 2020";"INPC - Variação mensal";"-0,27";"%"
"2104020.Limpador multiuso";"BR";"1";"Brasil";"abril 2020";"INPC - Variação mensal";"-3,01";"%"
"2104020.Limpador multiuso";"BR";"1";"Brasil";"maio 2020";"INPC - Variação mensal";"7,18";"%"
"2104020.Limpador multiuso";"BR";"1";"Brasil";"junho 2020";"INPC - Variação mensal";"-0,22";"%"
"2104020.Limpador multiuso";"BR";"1";"Brasil";"julho 2020";"INPC - Variação mensal";"0,24";"%"
"2104020.Limpador multiuso";"BR";"1";"Brasil";"agosto 2020";"INPC - Variação mensal";"-12,72";"%"
"2104020.Limpador multiuso";"BR";"1";"Brasil";"setembro 2020";"INPC - Variação mensal";"6,72";"%"
"2104020.Limpador multiuso";"BR";"1";"Brasil";"outubro 2020";"INPC - Variação mensal";"-2,08";"%"
"2104020.Limpador multiuso";"BR";"1";"Brasil";"novembro 2020";"INPC - Variação mensal";"6,44";"%"
"2104020.Limpador multiuso";"BR";"1";"Brasil";"dezembro 2020";"INPC - Variação mensal";"0,28";"%"
"2104020.Limpador multiuso";"BR";"1";"Brasil";"janeiro 2021";"INPC - Variação mensal";"1,41";"%"
"2104020.Limpador multiuso";"BR";"1";"Brasil";"fevereiro 2021";"INPC - Variação mensal";"0,61";"%"
"2104020.Limpador multiuso";"BR";"1";"Brasil";"março 2021";"INPC - Variação mensal";"1,52";"%"
"2104020.Limpador multiuso";"BR";"1";"Brasil";"abril 2021";"INPC - Variação mensal";"2,36";"%"
"2104020.Limpador multiuso";"BR";"1";"Brasil";"maio 2021";"INPC - Variação mensal";"-1,43";"%"
"2104020.Limpador multiuso";"BR";"1";"Brasil";"junho 2021";"INPC - Variação mensal";"0,52";"%"
"2104020.Limpador multiuso";"BR";"1";"Brasil";"julho 2021";"INPC - Variação mensal";"0,56";"%"
"2104020.Limpador multiuso";"BR";"1";"Brasil";"agosto 2021";"INPC - Variação mensal";"-0,13";"%"
"2104020.Limpador multiuso";"BR";"1";"Brasil";"setembro 2021";"INPC - Variação mensal";"-0,76";"%"
"2104020.Limpador multiuso";"BR";"1";"Brasil";"outubro 2021";"INPC - Variação mensal";"0,60";"%"
"2104020.Limpador multiuso";"BR";"1";"Brasil";"novembro 2021";"INPC - Variação mensal";"0,59";"%"
