"Tabela 1100 - INPC - Variação mensal, acumulada no ano, acumulada em 12 meses e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (de janeiro/2012 até dezembro/2019)"
"Nível";"Cód.";"Brasil e Região Metropolitana até 2020";"Mês";"Geral, grupo, subgrupo, item e subitem";"Variável";""
"BR";"1";"Brasil";"janeiro 2018";"6102003.Óculos sem grau";"INPC - Variação mensal";"-0,45";"%"
"BR";"1";"Brasil";"janeiro 2018";"6102011.Lentes de óculos e de contato";"INPC - Variação mensal";"0,10";"%"
"BR";"1";"Brasil";"janeiro 2018";"62.Serviços de saúde";"INPC - Variação mensal";"0,75";"%"
"BR";"1";"Brasil";"janeiro 2018";"6201.Serviços médicos e dentários";"INPC - Variação mensal";"0,26";"%"
"BR";"1";"Brasil";"janeiro 2018";"6201002.Médico";"INPC - Variação mensal";"0,43";"%"
"BR";"1";"Brasil";"janeiro 2018";"6201003.Dentista";"INPC - Variação mensal";"-0,01";"%"
"BR";"1";"Brasil";"janeiro 2018";"6201005.Aparelho ortodôntico";"INPC - Variação mensal";"0,80";"%"
"BR";"1";"Brasil";"janeiro 2018";"6202.Serviços laboratoriais e hospitalares";"INPC - Variação mensal";"0,34";"%"
"BR";"1";"Brasil";"janeiro 2018";"6202003.Exame de laboratório";"INPC - Variação mensal";"0,03";"%"
"BR";"1";"Brasil";"janeiro 2018";"6202004.Hospitalização e cirurgia";"INPC - Variação mensal";"0,47";"%"
"BR";"1";"Brasil";"janeiro 2018";"6202006.Exame de imagem";"INPC - Variação mensal";"0,49";"%"
"BR";"1";"Brasil";"janeiro 2018";"6203.Plano de saúde";"INPC - Variação mensal";"1,06";"%"
"BR";"1";"Brasil";"janeiro 2018";"6203001.Plano de saúde";"INPC - Variação mensal";"1,06";"%"
"BR";"1";"Brasil";"janeiro 2018";"63.Cuidados pessoais";"INPC - Variação mensal";"-0,46";"%"
"BR";"1";"Brasil";"janeiro 2018";"6301.Higiene pessoal";"INPC - Variação mensal";"-0,46";"%"
"BR";"1";"Brasil";"janeiro 2018";"6301001.Produto para cabelo";"INPC - Variação mensal";"-0,09";"%"
"BR";"1";"Brasil";"janeiro 2018";"6301002.Fralda descartável";"INPC - Variação mensal";"-0,87";"%"
"BR";"1";"Brasil";"janeiro 2018";"6301004.Produto para barba";"INPC - Variação mensal";"0,69";"%"
"BR";"1";"Brasil";"janeiro 2018";"6301006.Produto para pele";"INPC - Variação mensal";"-0,37";"%"
"BR";"1";"Brasil";"janeiro 2018";"6301007.Produto para higiene bucal";"INPC - Variação mensal";"0,85";"%"
"BR";"1";"Brasil";"janeiro 2018";"6301010.Produto para unha";"INPC - Variação mensal";"-0,02";"%"
"BR";"1";"Brasil";"janeiro 2018";"6301011.Perfume";"INPC - Variação mensal";"-0,59";"%"
"BR";"1";"Brasil";"janeiro 2018";"6301014.Desodorante";"INPC - Variação mensal";"-1,05";"%"
"BR";"1";"Brasil";"janeiro 2018";"6301015.Absorvente higiênico";"INPC - Variação mensal";"0,78";"%"
"BR";"1";"Brasil";"janeiro 2018";"6301016.Sabonete";"INPC - Variação mensal";"0,15";"%"
"BR";"1";"Brasil";"janeiro 2018";"6301017.Papel higiênico";"INPC - Variação mensal";"0,87";"%"
"BR";"1";"Brasil";"janeiro 2018";"6301020.Artigos de maquiagem";"INPC - Variação mensal";"-6,06";"%"
"BR";"1";"Brasil";"janeiro 2018";"7.Despesas pessoais";"INPC - Variação mensal";"0,16";"%"
"BR";"1";"Brasil";"janeiro 2018";"71.Serviços pessoais";"INPC - Variação mensal";"0,15";"%"
"BR";"1";"Brasil";"janeiro 2018";"7101.Serviços pessoais";"INPC - Variação mensal";"0,15";"%"
"BR";"1";"Brasil";"janeiro 2018";"7101001.Costureira";"INPC - Variação mensal";"0,62";"%"
"BR";"1";"Brasil";"janeiro 2018";"7101005.Manicure";"INPC - Variação mensal";"-0,06";"%"
"BR";"1";"Brasil";"janeiro 2018";"7101009.Cabeleireiro";"INPC - Variação mensal";"0,05";"%"
"BR";"1";"Brasil";"janeiro 2018";"7101010.Empregado doméstico";"INPC - Variação mensal";"0,15";"%"
"BR";"1";"Brasil";"janeiro 2018";"7101014.Depilação";"INPC - Variação mensal";"1,05";"%"
"BR";"1";"Brasil";"janeiro 2018";"7101034.Cartório";"INPC - Variação mensal";"1,47";"%"
"BR";"1";"Brasil";"janeiro 2018";"7101036.Despachante";"INPC - Variação mensal";"1,94";"%"
"BR";"1";"Brasil";"janeiro 2018";"7101076.Serviço bancário";"INPC - Variação mensal";"0,29";"%"
"BR";"1";"Brasil";"janeiro 2018";"72.Recreação, fumo e fotografia";"INPC - Variação mensal";"0,18";"%"
"BR";"1";"Brasil";"janeiro 2018";"7201.Recreação";"INPC - Variação mensal";"0,33";"%"
"BR";"1";"Brasil";"janeiro 2018";"7201001.Cinema";"INPC - Variação mensal";"0,35";"%"
"BR";"1";"Brasil";"janeiro 2018";"7201002.CD e DVD";"INPC - Variação mensal";"0,04";"%"
"BR";"1";"Brasil";"janeiro 2018";"7201003.Ingresso para jogo";"INPC - Variação mensal";"0,71";"%"
"BR";"1";"Brasil";"janeiro 2018";"7201006.Clube";"INPC - Variação mensal";"-1,27";"%"
"BR";"1";"Brasil";"janeiro 2018";"7201010.Instrumento musical";"INPC - Variação mensal";"0,57";"%"
"BR";"1";"Brasil";"janeiro 2018";"7201018.Tratamento de animais";"INPC - Variação mensal";"-0,58";"%"
"BR";"1";"Brasil";"janeiro 2018";"7201019.Bicicleta";"INPC - Variação mensal";"1,08";"%"
"BR";"1";"Brasil";"janeiro 2018";"7201020.Alimento para animais";"INPC - Variação mensal";"0,67";"%"
"BR";"1";"Brasil";"janeiro 2018";"7201023.Brinquedo";"INPC - Variação mensal";"0,64";"%"
"BR";"1";"Brasil";"janeiro 2018";"7201052.Locação de DVD";"INPC - Variação mensal";"-1,18";"%"
"BR";"1";"Brasil";"janeiro 2018";"7201054.Boate e danceteria";"INPC - Variação mensal";"0,02";"%"
"BR";"1";"Brasil";"janeiro 2018";"7201063.Jogos de azar";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2018";"7201068.Motel";"INPC - Variação mensal";"1,14";"%"
"BR";"1";"Brasil";"janeiro 2018";"7201090.Hotel";"INPC - Variação mensal";"1,00";"%"
"BR";"1";"Brasil";"janeiro 2018";"7201095.Excursão";"INPC - Variação mensal";"2,17";"%"
"BR";"1";"Brasil";"janeiro 2018";"7202.Fumo";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2018";"7202041.Cigarro";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2018";"7203.Fotografia e filmagem";"INPC - Variação mensal";"-0,06";"%"
"BR";"1";"Brasil";"janeiro 2018";"7203001.Máquina fotográfica";"INPC - Variação mensal";"-0,70";"%"
"BR";"1";"Brasil";"janeiro 2018";"7203003.Revelação e cópia";"INPC - Variação mensal";"0,59";"%"
"BR";"1";"Brasil";"janeiro 2018";"7203004.Filmadora";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2018";"8.Educação";"INPC - Variação mensal";"0,30";"%"
"BR";"1";"Brasil";"janeiro 2018";"81.Cursos, leitura e papelaria";"INPC - Variação mensal";"0,30";"%"
"BR";"1";"Brasil";"janeiro 2018";"8101.Cursos regulares";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2018";"8101001.Creche";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2018";"8101002.Educação infantil";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2018";"8101003.Ensino fundamental";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2018";"8101004.Ensino médio";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2018";"8101005.Ensino superior";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2018";"8101006.Pós-graduação";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2018";"8102.Leitura";"INPC - Variação mensal";"1,50";"%"
"BR";"1";"Brasil";"janeiro 2018";"8102001.Jornal diário";"INPC - Variação mensal";"0,33";"%"
"BR";"1";"Brasil";"janeiro 2018";"8102004.Revista";"INPC - Variação mensal";"2,48";"%"
"BR";"1";"Brasil";"janeiro 2018";"8102005.Livro";"INPC - Variação mensal";"0,88";"%"
"BR";"1";"Brasil";"janeiro 2018";"8103.Papelaria";"INPC - Variação mensal";"0,69";"%"
"BR";"1";"Brasil";"janeiro 2018";"8103001.Caderno";"INPC - Variação mensal";"0,32";"%"
"BR";"1";"Brasil";"janeiro 2018";"8103002.Fotocópia";"INPC - Variação mensal";"1,42";"%"
"BR";"1";"Brasil";"janeiro 2018";"8103014.Artigos de papelaria";"INPC - Variação mensal";"0,94";"%"
"BR";"1";"Brasil";"janeiro 2018";"8104.Cursos diversos";"INPC - Variação mensal";"0,11";"%"
"BR";"1";"Brasil";"janeiro 2018";"8104001.Curso preparatório";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2018";"8104002.Curso técnico";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2018";"8104003.Curso de idioma";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2018";"8104004.Curso de informática";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2018";"8104005.Autoescola";"INPC - Variação mensal";"1,43";"%"
"BR";"1";"Brasil";"janeiro 2018";"8104006.Atividades físicas";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2018";"9.Comunicação";"INPC - Variação mensal";"0,10";"%"
"BR";"1";"Brasil";"janeiro 2018";"91.Comunicação";"INPC - Variação mensal";"0,10";"%"
"BR";"1";"Brasil";"janeiro 2018";"9101.Comunicação";"INPC - Variação mensal";"0,10";"%"
"BR";"1";"Brasil";"janeiro 2018";"9101002.Telefone fixo";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2018";"9101003.Telefone público";"INPC - Variação mensal";"-0,47";"%"
"BR";"1";"Brasil";"janeiro 2018";"9101008.Telefone celular";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2018";"9101018.Acesso à internet";"INPC - Variação mensal";"1,61";"%"
"BR";"1";"Brasil";"janeiro 2018";"9101019.Aparelho telefônico";"INPC - Variação mensal";"0,46";"%"
"BR";"1";"Brasil";"janeiro 2018";"9101021.Telefone com internet - pacote";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2018";"9101022.TV por assinatura com internet";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"fevereiro 2018";"Índice geral";"INPC - Variação mensal";"0,18";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1.Alimentação e bebidas";"INPC - Variação mensal";"-0,36";"%"
"BR";"1";"Brasil";"fevereiro 2018";"11.Alimentação no domicílio";"INPC - Variação mensal";"-0,57";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1101.Cereais, leguminosas e oleaginosas";"INPC - Variação mensal";"-1,37";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1101002.Arroz";"INPC - Variação mensal";"-1,01";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1101051.Feijão - mulatinho";"INPC - Variação mensal";"0,37";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1101052.Feijão - preto";"INPC - Variação mensal";"-1,09";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1101053.Feijão - macassar (fradinho)";"INPC - Variação mensal";"-1,84";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1101073.Feijão - carioca (rajado)";"INPC - Variação mensal";"-3,15";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1101075.Feijão - branco";"INPC - Variação mensal";"...";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1101079.Milho em grão";"INPC - Variação mensal";"1,48";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1102.Farinhas, féculas e massas";"INPC - Variação mensal";"0,26";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1102001.Farinha de arroz";"INPC - Variação mensal";"1,69";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1102006.Macarrão";"INPC - Variação mensal";"0,23";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1102008.Fubá de milho";"INPC - Variação mensal";"1,32";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1102009.Amido de milho";"INPC - Variação mensal";"0,17";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1102010.Flocos de milho";"INPC - Variação mensal";"-0,12";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1102012.Farinha de trigo";"INPC - Variação mensal";"-0,44";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1102013.Farinha vitaminada";"INPC - Variação mensal";"-0,74";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1102023.Farinha de mandioca";"INPC - Variação mensal";"0,51";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1102029.Massa semipreparada";"INPC - Variação mensal";"-0,95";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1103.Tubérculos, raízes e legumes";"INPC - Variação mensal";"-0,58";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1103003.Batata-inglesa";"INPC - Variação mensal";"-4,00";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1103004.Inhame";"INPC - Variação mensal";"-6,99";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1103005.Mandioca (aipim)";"INPC - Variação mensal";"0,90";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1103017.Abóbora";"INPC - Variação mensal";"8,54";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1103026.Pimentão";"INPC - Variação mensal";"1,74";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1103028.Tomate";"INPC - Variação mensal";"-2,71";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1103043.Cebola";"INPC - Variação mensal";"12,88";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1103044.Cenoura";"INPC - Variação mensal";"-4,68";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1103046.Mandioquinha (batata-baroa)";"INPC - Variação mensal";"-6,42";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1104.Açúcares e derivados";"INPC - Variação mensal";"-2,23";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1104003.Açúcar refinado";"INPC - Variação mensal";"-1,62";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1104004.Açúcar cristal";"INPC - Variação mensal";"-3,40";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1104018.Balas";"INPC - Variação mensal";"-0,75";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1104023.Chocolate em barra e bombom";"INPC - Variação mensal";"-1,31";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1104032.Sorvete";"INPC - Variação mensal";"-0,50";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1104052.Chocolate e achocolatado em pó";"INPC - Variação mensal";"-1,01";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1105.Hortaliças e verduras";"INPC - Variação mensal";"0,70";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1105001.Alface";"INPC - Variação mensal";"2,57";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1105004.Coentro";"INPC - Variação mensal";"-6,63";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1105005.Couve";"INPC - Variação mensal";"-3,45";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1105006.Couve-flor";"INPC - Variação mensal";"1,41";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1105010.Repolho";"INPC - Variação mensal";"2,47";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1105012.Cheiro-verde";"INPC - Variação mensal";"-0,23";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1105013.Agrião";"INPC - Variação mensal";"0,08";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1105019.Brócolis";"INPC - Variação mensal";"10,32";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1106.Frutas";"INPC - Variação mensal";"-0,41";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1106001.Banana-da-terra";"INPC - Variação mensal";"-3,28";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1106003.Abacaxi";"INPC - Variação mensal";"5,92";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1106005.Banana - d'água";"INPC - Variação mensal";"-3,13";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1106006.Banana - maçã";"INPC - Variação mensal";"1,19";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1106008.Banana - prata";"INPC - Variação mensal";"0,34";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1106012.Laranja - lima";"INPC - Variação mensal";"-1,44";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1106015.Limão";"INPC - Variação mensal";"-22,78";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1106017.Maçã";"INPC - Variação mensal";"1,70";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1106018.Mamão";"INPC - Variação mensal";"-2,03";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1106019.Manga";"INPC - Variação mensal";"14,09";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1106020.Maracujá";"INPC - Variação mensal";"-11,15";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1106021.Melancia";"INPC - Variação mensal";"-2,23";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1106023.Pera";"INPC - Variação mensal";"-4,47";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1106027.Tangerina";"INPC - Variação mensal";"-1,80";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1106028.Uva";"INPC - Variação mensal";"-2,73";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1106039.Laranja - pera";"INPC - Variação mensal";"-0,77";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1106084.Goiaba";"INPC - Variação mensal";"-8,99";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1107.Carnes";"INPC - Variação mensal";"-1,01";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1107009.Fígado";"INPC - Variação mensal";"-2,47";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1107011.Mocotó de boi";"INPC - Variação mensal";"-2,30";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1107018.Carne de porco";"INPC - Variação mensal";"0,04";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1107031.Carne de carneiro";"INPC - Variação mensal";"1,34";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1107081.Cupim";"INPC - Variação mensal";"-2,25";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1107084.Contrafilé";"INPC - Variação mensal";"-2,66";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1107085.Filé-mignon";"INPC - Variação mensal";"-1,93";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1107087.Chã de dentro";"INPC - Variação mensal";"-1,31";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1107088.Alcatra";"INPC - Variação mensal";"-0,62";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1107089.Patinho";"INPC - Variação mensal";"-0,16";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1107090.Lagarto redondo";"INPC - Variação mensal";"-0,70";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1107091.Lagarto comum";"INPC - Variação mensal";"-1,28";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1107093.Músculo";"INPC - Variação mensal";"-0,46";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1107094.Pá";"INPC - Variação mensal";"-0,46";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1107095.Acém";"INPC - Variação mensal";"-0,45";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1107096.Peito";"INPC - Variação mensal";"-0,81";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1107097.Capa de filé";"INPC - Variação mensal";"-1,04";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1107099.Costela";"INPC - Variação mensal";"-1,09";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1108.Pescados";"INPC - Variação mensal";"1,03";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1108004.Peixe - corvina";"INPC - Variação mensal";"2,77";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1108005.Peixe - cavalinha";"INPC - Variação mensal";"-3,65";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1108006.Peixe";"INPC - Variação mensal";"-0,29";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1108008.Peixe - namorado";"INPC - Variação mensal";"2,97";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1108009.Peixe - pescadinha";"INPC - Variação mensal";"...";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1108011.Peixe - tainha";"INPC - Variação mensal";"...";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1108012.Peixe - sardinha";"INPC - Variação mensal";"1,28";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1108013.Camarão";"INPC - Variação mensal";"0,07";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1108015.Peixe - vermelho";"INPC - Variação mensal";"3,80";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1108019.Peixe - cavala";"INPC - Variação mensal";"2,19";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1108028.Peixe - dourado";"INPC - Variação mensal";"4,89";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1108031.Peixe - merluza";"INPC - Variação mensal";"2,78";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1108032.Peixe - serra";"INPC - Variação mensal";"3,17";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1108038.Peixe - pescada";"INPC - Variação mensal";"5,07";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1108049.Peixe - castanha";"INPC - Variação mensal";"2,40";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1108052.Peixe - palombeta";"INPC - Variação mensal";"-0,01";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1108054.Peixe - piau";"INPC - Variação mensal";"...";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1108072.Peixe - curimatã";"INPC - Variação mensal";"...";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1108080.Peixe - tilápia";"INPC - Variação mensal";"-0,45";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1108085.Peixe - mapará";"INPC - Variação mensal";"1,45";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1108087.Peixe - tambaqui";"INPC - Variação mensal";"...";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1108088.Peixe - dourada";"INPC - Variação mensal";"-3,56";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1108112.Peixe - pintado";"INPC - Variação mensal";"-3,55";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1109.Carnes e peixes industrializados";"INPC - Variação mensal";"-0,65";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1109002.Presunto";"INPC - Variação mensal";"0,08";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1109007.Salsicha";"INPC - Variação mensal";"-1,56";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1109008.Linguiça";"INPC - Variação mensal";"-0,90";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1109010.Mortadela";"INPC - Variação mensal";"0,67";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1109012.Salame";"INPC - Variação mensal";"2,34";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1109056.Carne-seca e de sol";"INPC - Variação mensal";"-0,45";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1109058.Carne de porco salgada e defumada";"INPC - Variação mensal";"-0,39";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1109088.Hambúrger";"INPC - Variação mensal";"-3,54";"%"
"BR";"1";"Brasil";"fevereiro 2018";"1110.Aves e ovos";"INPC - Variação mensal";"-0,52";"%"
